dataset,model,cv,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std
breast_cancer,svm,5,0.9771619313771154,0.0162595766552637,0.9753836264480608,0.0175125197471506
breast_cancer,knn,5,0.9630957925787922,0.0178856371495911,0.959925858320813,0.019634574337596
breast_cancer,logreg,5,0.9736686849868031,0.0166272222167879,0.9713874165427612,0.018347623060068
breast_cancer,lda,5,0.9560937742586556,0.0199624027865642,0.9516624052979076,0.0225851191849842
breast_cancer,qda,5,0.956047197640118,0.0147349884761101,0.9523566193773848,0.0164003874683487
breast_cancer,mlp,5,0.9543083372147182,0.0231365755064758,0.9508832326622336,0.024532034540271
breast_cancer,rf,5,0.9525694767893185,0.013070992193665067,0.9489474778297179,0.014568630260797874
