dataset,model,accuracy,macro_f1,auc
pima_openml,svm,0.7532467532467533,0.7241704374057315,0.7922222222222222
pima_openml,knn,0.7012987012987013,0.6628593184846754,0.7404629629629629
pima_openml,logreg,0.7142857142857143,0.6742307692307692,0.8229629629629629
pima_openml,lda,0.7142857142857143,0.6742307692307692,0.8237037037037037
pima_openml,qda,0.6818181818181818,0.6600135165577833,0.7727777777777778
pima_openml,mlp,0.7532467532467533,0.7186538461538461,0.8235185185185185
pima_openml,rf,0.7597402597402597,0.7301444470755387,0.8125
