dataset,model,cv,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std
digits,svm,5,0.9838579387186628,0.0059534774332869,0.9838625686419252,0.0060068007001252
digits,knn,5,0.9788502011761064,0.0062547675229041,0.9787964332704356,0.006324614537683
digits,logreg,5,0.9710662333642835,0.0037491618721271,0.9710218774409256,0.0037435291339601
digits,lda,5,0.9532606004333024,0.0079163910759609,0.9533923536350446,0.0076281515868621
digits,qda,5,0.9666047663262148,0.0078994830131202,0.9666283950584448,0.0078207916303709
digits,mlp,5,0.9604936552151035,0.0172591483991752,0.9604310160509336,0.0172135654422813
digits,rf,5,0.9794073042401734,0.004863166082732285,0.9793436289511408,0.004820133960720932
