dataset,model,cv,cv_acc_mean,cv_acc_std,cv_macro_f1_mean,cv_macro_f1_std
pima_openml,svm,5,0.7616840675664205,0.0172664607742541,0.7240223752690751,0.014050867830971
pima_openml,knn,5,0.7278244631185808,0.0195959523159085,0.6913997036400504,0.0190232720517733
pima_openml,logreg,5,0.7746965452847806,0.0146982856786156,0.7373837440595707,0.0110991778499275
pima_openml,lda,5,0.7655886597063069,0.0130152874500551,0.7269422436264634,0.0127532000275688
pima_openml,qda,5,0.7291825821237585,0.0351230050471105,0.6948234370758314,0.0352089440908558
pima_openml,mlp,5,0.7511925982514217,0.0460388336314013,0.7090083638685653,0.0510118677927237
pima_openml,rf,5,0.7655886597063069,0.01301528745005519,0.732567717491426,0.012249553804527923
